a,1011.684093,1113.501491
a,1130.300911,1123.497884
a,1149.600936,1105.961798
a,1017.324298,1067.951174
a,1143.357418,1188.931696
a,1055.742585,1082.73926
a,1161.547285,1154.585708
a,1191.731335,1155.98584
a,1000.004539,1168.112091
a,1115.15742,1134.663237
a,1042.011799,1110.46669
a,1186.140711,1198.946939
a,1100.63696,1193.137056
a,1068.881396,1199.562414
a,1135.513903,1166.187511
a,1059.306949,1024.41451
a,1007.671929,1126.20754
a,1155.006701,1161.76625
a,1038.557737,1097.387351
a,1109.086164,1009.460483
a,1173.182807,1006.796025
a,1033.987172,1043.154289
a,1012.368116,1004.039316
a,1176.984134,1101.262744
a,1075.347163,1085.825618
a,1075.980562,1170.285095
a,1181.52735,1077.570223
a,1022.394314,1161.41302
a,1198.998862,1197.019599
a,1007.33386,1057.797187
a,1197.419169,1078.978911
a,1107.932051,1081.574892
a,1064.190432,1075.577597
a,1182.617946,1180.738156
a,1095.386072,1063.109385
a,1187.271214,1168.148123
a,1156.671912,1084.334694
a,1198.6178,1058.478298
a,1124.50627,1134.234918
a,1136.889548,1143.595614
a,1064.19249,1057.559658
a,1016.68453,1122.86494
a,1178.896525,1068.10951
a,1123.128945,1162.089188
a,1172.531081,1022.54864
a,1009.855458,1093.273745
a,1109.447102,1085.642849
a,1045.976925,1087.130481
a,1125.162228,1009.170483
a,1001.148544,1031.213244
a,1044.895126,1113.355044
a,1050.975525,1128.803168
a,1100.463471,1007.519952
a,1009.43735,1097.138843
a,1101.142543,1115.767431
a,1150.663935,1188.312812
a,1010.370454,1183.83515
a,1069.312848,1082.132549
a,1107.724968,1134.88564
a,1046.961026,1107.470531
a,1174.3861,1114.835307
a,1141.338269,1037.104658
a,1030.337663,1121.93118
a,1095.894083,1070.776781
a,1072.849952,1050.635256
a,1179.103274,1172.173691
a,1018.324902,1096.477851
a,1006.079987,1057.761484
a,1033.374087,1066.39281
a,1069.483724,1048.880768
a,1056.038949,1018.149175
a,1112.365107,1093.236746
a,1154.351767,1012.845296
a,1012.513196,1137.894754
a,1046.974927,1006.033083
a,1116.030063,1093.118446
a,1019.445066,1025.891505
a,1157.272652,1064.864314
a,1009.587806,1190.970177
a,1032.965777,1153.472868
a,1006.95778,1005.375288
a,1160.204355,1117.073251
a,1113.697782,1135.871761
a,1141.226891,1180.444767
a,1047.999846,1123.2271
a,1182.256385,1033.555273
a,1136.390274,1009.223904
a,1169.368898,1008.72294
a,1137.349478,1071.119648
a,1091.26396,1151.324511
a,1166.31681,1146.933788
a,1016.975245,1006.199706
a,1150.919358,1007.793993
a,1085.973836,1030.377992
a,1035.30303,1087.674609
a,1148.780573,1012.480477
a,1173.733025,1016.212311
a,1008.117999,1130.126344
a,1006.17008,1016.885228
a,1053.796445,1108.899638
a,1192.317817,1130.693521
a,1058.942959,1159.908971
a,1095.675626,1004.580896
a,1010.845734,1167.699082
a,1055.420543,1044.188133
a,1086.600822,1176.249952
a,1061.48074,1072.131237
a,1051.911974,1178.025535
a,1056.952149,1055.848449
a,1060.808467,1149.510906
a,1132.048958,1173.161778
a,1064.709896,1196.403031
a,1145.067674,1069.050482
a,1001.180986,1172.597088
a,1008.383633,1023.735265
a,1025.883394,1019.336685
a,1011.287663,1100.02373
a,1075.645764,1134.372957
a,1116.510015,1166.969002
a,1006.237185,1125.70411
a,1163.567378,1007.245151
a,1035.343305,1130.443461
a,1139.608141,1107.244493
a,1039.408455,1086.590654
a,1137.219974,1001.753516
a,1002.421174,1133.957292
a,1108.702874,1199.165601
a,1195.384606,1090.224728
a,1047.599966,1148.540453
a,1077.127216,1099.088387
a,1180.817325,1026.421515
a,1050.273531,1079.669523
a,1138.453174,1119.174386
a,1080.608382,1119.851868
a,1083.49591,1055.710721
a,1193.73254,1050.927252
a,1029.839426,1105.813624
a,1199.821334,1116.910719
a,1054.603269,1000.882281
a,1065.462227,1109.112338
a,1019.53427,1056.764877
a,1150.96114,1175.029456
a,1156.305313,1182.450664
a,1062.171543,1130.349603
a,1041.815947,1043.74343
a,1127.814285,1103.830979
a,1092.138685,1017.640296
a,1106.420294,1127.053861
a,1137.543841,1020.991214
a,1051.44223,1044.512937
a,1106.074799,1026.116232
a,1118.745347,1064.247103
a,1139.434726,1086.409059
a,1087.601804,1195.179786
a,1192.484795,1186.557045
a,1084.476758,1124.569507
a,1126.442971,1004.859321
a,1048.308653,1177.446831
a,1095.911609,1129.226275
a,1056.650122,1069.640571
a,1051.151031,1003.79523
a,1143.950033,1016.972503
a,1029.555425,1099.698684
a,1086.421318,1195.426581
a,1194.076421,1101.373073
a,1002.353109,1160.575075
a,1091.378744,1078.897503
a,1122.390004,1029.270676
a,1148.801469,1077.203598
a,1121.215138,1002.590147
a,1006.737367,1094.598997
a,1170.237991,1166.241753
a,1091.832046,1045.898794
a,1170.301678,1043.125063
a,1076.443454,1009.560553
a,1054.088857,1092.458511
a,1141.091565,1043.570351
a,1009.819114,1050.866557
a,1059.167009,1121.428562
a,1170.994988,1093.044774
a,1056.956488,1087.436009
a,1141.367779,1053.097913
a,1167.081964,1159.582311
a,1079.958299,1192.372468
a,1189.739552,1018.690105
a,1157.881867,1025.581787
a,1003.663165,1114.070206
a,1016.890895,1124.248438
a,1027.527071,1088.794462
a,1008.962399,1004.965035
a,1122.54047,1181.794469
a,1076.921954,1179.701319
a,1148.276406,1099.346025
a,1148.009555,1196.361773
a,1136.316223,1165.100687
a,1055.457019,1030.024817
a,1030.080005,1155.677337
a,1077.560516,1098.770878
a,1154.252375,1107.928335
a,1189.395985,1072.733544
a,1023.50216,1144.34621
a,1059.239162,1120.984243
a,1177.733469,1004.678635
a,1089.916061,1098.08772
a,1039.894789,1094.670791
a,1004.723823,1010.641982
a,1132.411769,1066.955911
a,1008.225856,1123.842965
a,1159.598453,1034.466301
a,1014.139326,1069.090866
a,1065.940732,1083.338749
a,1025.696996,1095.88143
a,1013.934895,1000.139682
a,1078.27967,1174.702249
a,1090.203169,1057.33719
a,1009.779345,1002.380562
a,1044.897315,1111.298382
a,1111.067426,1087.305673
a,1096.94022,1158.692219
a,1027.106227,1199.175654
a,1196.44468,1070.029584
a,1128.656288,1156.394495
a,1125.68751,1073.173747
a,1155.195815,1193.972572
a,1041.306234,1095.006084
a,1041.582895,1005.759702
a,1112.924642,1086.033437
a,1084.154964,1187.066753
a,1197.202578,1150.575043
a,1176.374228,1017.208216
a,1001.34437,1084.26852
a,1149.791737,1116.22485
a,1136.389443,1180.985976
a,1093.016828,1086.021917
a,1038.147575,1112.852918
a,1089.542871,1003.385219
a,1142.430507,1109.914066
a,1114.69408,1170.813634
a,1141.270466,1170.091898
a,1062.622446,1050.83346
a,1018.105461,1015.435201
a,1036.197793,1010.436361
a,1062.450065,1177.256504
a,1125.797964,1184.50938
a,1198.359557,1140.608882
a,1127.420397,1030.601959
a,1126.034388,1107.654033
a,1006.200168,1192.101499
a,1172.200923,1049.825321
